property,propertyLabel
http://www.wikidata.org/entity/P820,arXiv classification
http://www.wikidata.org/entity/P821,CGNDB Unique ID
http://www.wikidata.org/entity/P822,mascot
http://www.wikidata.org/entity/P823,speaker
http://www.wikidata.org/entity/P824,Meteoritical Bulletin Database ID
http://www.wikidata.org/entity/P825,dedicated to
http://www.wikidata.org/entity/P826,tonality
http://www.wikidata.org/entity/P827,BBC programme ID
http://www.wikidata.org/entity/P828,has cause
http://www.wikidata.org/entity/P829,OEIS ID
http://www.wikidata.org/entity/P830,Encyclopedia of Life ID
http://www.wikidata.org/entity/P831,parent club
http://www.wikidata.org/entity/P832,public holiday
http://www.wikidata.org/entity/P833,interchange station
http://www.wikidata.org/entity/P834,train depot
http://www.wikidata.org/entity/P835,author citation (zoology)
http://www.wikidata.org/entity/P836,GSS code (2011)
http://www.wikidata.org/entity/P837,day in year for periodic occurrence
http://www.wikidata.org/entity/P838,BioLib ID
http://www.wikidata.org/entity/P839,IMSLP ID
http://www.wikidata.org/entity/P840,narrative location
http://www.wikidata.org/entity/P841,feast day
http://www.wikidata.org/entity/P842,Fossilworks ID
http://www.wikidata.org/entity/P843,SIRUTA code
http://www.wikidata.org/entity/P844,UBIGEO code
http://www.wikidata.org/entity/P845,Saskatchewan Register of Heritage Property ID
http://www.wikidata.org/entity/P846,Global Biodiversity Information Facility ID
http://www.wikidata.org/entity/P847,United States Navy aircraft designation
http://www.wikidata.org/entity/P849,Japanese military aircraft designation
http://www.wikidata.org/entity/P850,WoRMS-ID
http://www.wikidata.org/entity/P852,ESRB rating
http://www.wikidata.org/entity/P853,CERO rating
http://www.wikidata.org/entity/P854,reference URL
http://www.wikidata.org/entity/P855,Sandbox-URL
http://www.wikidata.org/entity/P856,official website
http://www.wikidata.org/entity/P858,ESPNscrum player ID
http://www.wikidata.org/entity/P859,sponsor
http://www.wikidata.org/entity/P860,e-archiv.li ID
http://www.wikidata.org/entity/P861,PremiershipRugby.com ID
http://www.wikidata.org/entity/P862,Operational Requirement of the UK Air Ministry
http://www.wikidata.org/entity/P863,InPhO ID
http://www.wikidata.org/entity/P864,ACM Digital Library author ID
http://www.wikidata.org/entity/P865,BMLO
http://www.wikidata.org/entity/P866,Perlentaucher ID
http://www.wikidata.org/entity/P867,ROME Occupation Code (v3)
http://www.wikidata.org/entity/P868,foods traditionally associated
http://www.wikidata.org/entity/P870,instrumentation
http://www.wikidata.org/entity/P872,printed by
http://www.wikidata.org/entity/P873,phase point
http://www.wikidata.org/entity/P874,UN class
http://www.wikidata.org/entity/P875,UN code classification
http://www.wikidata.org/entity/P876,UN packaging group
http://www.wikidata.org/entity/P877,NFPA Other
http://www.wikidata.org/entity/P878,avionics
http://www.wikidata.org/entity/P879,pennant number
http://www.wikidata.org/entity/P880,CPU
http://www.wikidata.org/entity/P881,type of variable star
http://www.wikidata.org/entity/P882,FIPS 6-4 (US counties)
http://www.wikidata.org/entity/P883,FIPS 5-2 (code for US states)
http://www.wikidata.org/entity/P884,State Water Register Code (Russia)
http://www.wikidata.org/entity/P885,origin of the watercourse
http://www.wikidata.org/entity/P886,LIR
http://www.wikidata.org/entity/P887,based on heuristic
http://www.wikidata.org/entity/P888,JSTOR article ID
http://www.wikidata.org/entity/P889,Mathematical Reviews ID
http://www.wikidata.org/entity/P892,RfC ID
http://www.wikidata.org/entity/P893,Social Science Research Network ID
http://www.wikidata.org/entity/P894,zbMATH ID
http://www.wikidata.org/entity/P897,United States Army and Air Force aircraft designation
http://www.wikidata.org/entity/P898,IPA transcription
http://www.wikidata.org/entity/P901,FIPS 10-4 (countries and regions)
http://www.wikidata.org/entity/P902,HDS ID
http://www.wikidata.org/entity/P905,PORT film ID
http://www.wikidata.org/entity/P906,SELIBR
http://www.wikidata.org/entity/P908,PEGI rating
http://www.wikidata.org/entity/P909,Nova Scotia Register of Historic Places ID
http://www.wikidata.org/entity/P910,topic's main category
http://www.wikidata.org/entity/P911,South African municipality code
http://www.wikidata.org/entity/P912,has facility
http://www.wikidata.org/entity/P913,notation
http://www.wikidata.org/entity/P914,USK rating
http://www.wikidata.org/entity/P915,filming location
http://www.wikidata.org/entity/P916,GSRR rating
http://www.wikidata.org/entity/P917,GRAU index
http://www.wikidata.org/entity/P918,NOC Occupation Code
http://www.wikidata.org/entity/P919,SOC Code (2010)
http://www.wikidata.org/entity/P920,LEM ID
http://www.wikidata.org/entity/P921,main subject
http://www.wikidata.org/entity/P922,magnetic ordering
http://www.wikidata.org/entity/P923,medical examinations
http://www.wikidata.org/entity/P924,medical treatment
http://www.wikidata.org/entity/P925,presynaptic connection
http://www.wikidata.org/entity/P926,postsynaptic connection
http://www.wikidata.org/entity/P927,anatomical location
http://www.wikidata.org/entity/P928,activating neurotransmitter
http://www.wikidata.org/entity/P929,color space
http://www.wikidata.org/entity/P930,type of electrification
http://www.wikidata.org/entity/P931,place served by airport
http://www.wikidata.org/entity/P932,PMCID
http://www.wikidata.org/entity/P933,heritagefoundation.ca ID
http://www.wikidata.org/entity/P935,Commons gallery
http://www.wikidata.org/entity/P937,work location
http://www.wikidata.org/entity/P938,FishBase species ID
http://www.wikidata.org/entity/P939,KSH code
http://www.wikidata.org/entity/P940,GHS precautionary statements
http://www.wikidata.org/entity/P941,inspired by
http://www.wikidata.org/entity/P942,theme music
http://www.wikidata.org/entity/P943,programmer
http://www.wikidata.org/entity/P944,Code of nomenclature
http://www.wikidata.org/entity/P945,allegiance
http://www.wikidata.org/entity/P946,ISIN
http://www.wikidata.org/entity/P947,RSL ID (person)
http://www.wikidata.org/entity/P948,Wikivoyage banner
http://www.wikidata.org/entity/P949,National Library of Israel ID
http://www.wikidata.org/entity/P950,BNE ID
http://www.wikidata.org/entity/P951,NSZL ID
http://www.wikidata.org/entity/P952,ISCO occupation code
http://www.wikidata.org/entity/P953,full work available at
http://www.wikidata.org/entity/P954,IBNR ID
http://www.wikidata.org/entity/P957,ISBN-10
http://www.wikidata.org/entity/P958,"section, verse, or paragraph"
http://www.wikidata.org/entity/P959,MSW ID
http://www.wikidata.org/entity/P960,Tropicos ID
http://www.wikidata.org/entity/P961,IPNI plant ID
http://www.wikidata.org/entity/P962,MycoBank taxon name ID
http://www.wikidata.org/entity/P963,streaming media URL
http://www.wikidata.org/entity/P964,Austrian municipality key
http://www.wikidata.org/entity/P965,burial plot reference
http://www.wikidata.org/entity/P966,MusicBrainz label ID
http://www.wikidata.org/entity/P967,guest of honor
http://www.wikidata.org/entity/P968,e-mail
http://www.wikidata.org/entity/P969,located at street address
http://www.wikidata.org/entity/P970,neurological function
http://www.wikidata.org/entity/P971,category combines topics
http://www.wikidata.org/entity/P972,catalog
http://www.wikidata.org/entity/P973,described at URL
http://www.wikidata.org/entity/P974,tributary
http://www.wikidata.org/entity/P980,code for weekend and holiday homes (Sweden)
http://www.wikidata.org/entity/P981,BAG-code for Dutch locations
http://www.wikidata.org/entity/P982,MusicBrainz area ID
http://www.wikidata.org/entity/P984,IOC country code
http://www.wikidata.org/entity/P988,Philippine Standard Geographic Code
http://www.wikidata.org/entity/P989,spoken text audio
http://www.wikidata.org/entity/P990,audio recording of the subject's spoken voice
http://www.wikidata.org/entity/P991,successful candidate
http://www.wikidata.org/entity/P993,NFPA Health
http://www.wikidata.org/entity/P994,NFPA Fire
http://www.wikidata.org/entity/P995,NFPA Reactivity
http://www.wikidata.org/entity/P996,scanned file on Wikimedia Commons
http://www.wikidata.org/entity/P998,DMOZ ID
http://www.wikidata.org/entity/P999,ARICNS
http://www.wikidata.org/entity/P1000,record held
http://www.wikidata.org/entity/P1001,applies to territorial jurisdiction
http://www.wikidata.org/entity/P1002,engine configuration
http://www.wikidata.org/entity/P1003,NLR (Romania) ID
http://www.wikidata.org/entity/P1004,MusicBrainz place ID
http://www.wikidata.org/entity/P1005,PTBNP ID
http://www.wikidata.org/entity/P1006,National Thesaurus for Author Names ID
http://www.wikidata.org/entity/P1007,Lattes Platform number
http://www.wikidata.org/entity/P1010,Iran statistics ID
http://www.wikidata.org/entity/P1011,excluding
http://www.wikidata.org/entity/P1012,including
http://www.wikidata.org/entity/P1013,criterion used
http://www.wikidata.org/entity/P1014,AAT ID
http://www.wikidata.org/entity/P1015,BIBSYS ID
http://www.wikidata.org/entity/P1016,asteroid taxonomy
http://www.wikidata.org/entity/P1017,BAV ID
http://www.wikidata.org/entity/P1018,language regulatory body
http://www.wikidata.org/entity/P1019,feed URL
http://www.wikidata.org/entity/P1021,KldB-2010 occupation code
http://www.wikidata.org/entity/P1022,CNO-11 occupation code
http://www.wikidata.org/entity/P1023,SBC-2010 occupation code
http://www.wikidata.org/entity/P1024,SBFI occupation code
http://www.wikidata.org/entity/P1025,SUDOC editions
http://www.wikidata.org/entity/P1026,doctoral thesis
http://www.wikidata.org/entity/P1027,conferred by
http://www.wikidata.org/entity/P1028,donated by
http://www.wikidata.org/entity/P1029,crew member
http://www.wikidata.org/entity/P1030,light characteristic of a lighthouse
http://www.wikidata.org/entity/P1031,legal citation of this text
http://www.wikidata.org/entity/P1032,Digital Rights Management system
http://www.wikidata.org/entity/P1033,GHS signal word
http://www.wikidata.org/entity/P1034,main food source
http://www.wikidata.org/entity/P1035,honorific suffix
http://www.wikidata.org/entity/P1036,Dewey Decimal Classification
http://www.wikidata.org/entity/P1037,manager/director
http://www.wikidata.org/entity/P1038,relative
http://www.wikidata.org/entity/P1039,type of kinship
http://www.wikidata.org/entity/P1040,film editor
http://www.wikidata.org/entity/P1041,socket supported
http://www.wikidata.org/entity/P1042,ZDB ID
http://www.wikidata.org/entity/P1043,IDEO Job ID
http://www.wikidata.org/entity/P1044,SWB editions
http://www.wikidata.org/entity/P1045,Sycomore ID
http://www.wikidata.org/entity/P1046,discovery method
http://www.wikidata.org/entity/P1047,Catholic Hierarchy person ID
http://www.wikidata.org/entity/P1048,NCL ID
http://www.wikidata.org/entity/P1049,worshipped by
http://www.wikidata.org/entity/P1050,medical condition
http://www.wikidata.org/entity/P1051,PSH ID
http://www.wikidata.org/entity/P1052,Portuguese Job Code CPP-2010
http://www.wikidata.org/entity/P1053,ResearcherID
http://www.wikidata.org/entity/P1054,NDL bib ID
http://www.wikidata.org/entity/P1055,NLM Unique ID
http://www.wikidata.org/entity/P1056,product or material produced
http://www.wikidata.org/entity/P1057,chromosome
http://www.wikidata.org/entity/P1058,ERA Journal ID
http://www.wikidata.org/entity/P1059,CVR number
http://www.wikidata.org/entity/P1060,pathogen transmission process
http://www.wikidata.org/entity/P1064,track gauge
http://www.wikidata.org/entity/P1065,archive URL
http://www.wikidata.org/entity/P1066,student of
http://www.wikidata.org/entity/P1067,Thailand central administrative unit code
http://www.wikidata.org/entity/P1068,instruction set
http://www.wikidata.org/entity/P1069,Statistics Denmarks classification of occupation (DISCO-08)
http://www.wikidata.org/entity/P1070,PlantList-ID
http://www.wikidata.org/entity/P1071,location of final assembly
http://www.wikidata.org/entity/P1072,readable file format
http://www.wikidata.org/entity/P1073,writable file format
http://www.wikidata.org/entity/P1074,fictional analog of
http://www.wikidata.org/entity/P1075,rector
http://www.wikidata.org/entity/P1076,ICTV virus ID
http://www.wikidata.org/entity/P1077,KOATUU identifier
http://www.wikidata.org/entity/P1078,valvetrain configuration
http://www.wikidata.org/entity/P1079,launch contractor
http://www.wikidata.org/entity/P1080,from fictional universe
http://www.wikidata.org/entity/P1081,Human Development Index
http://www.wikidata.org/entity/P1082,population
http://www.wikidata.org/entity/P1083,maximum capacity
http://www.wikidata.org/entity/P1084,EUL editions
http://www.wikidata.org/entity/P1085,LibraryThing work ID
http://www.wikidata.org/entity/P1086,atomic number
http://www.wikidata.org/entity/P1087,Elo rating
http://www.wikidata.org/entity/P1088,Mohs' hardness
http://www.wikidata.org/entity/P1090,redshift
http://www.wikidata.org/entity/P1092,total produced
http://www.wikidata.org/entity/P1093,gross tonnage
http://www.wikidata.org/entity/P1096,orbital eccentricity
http://www.wikidata.org/entity/P1097,g-factor
http://www.wikidata.org/entity/P1098,number of speakers
http://www.wikidata.org/entity/P1099,number of masts
http://www.wikidata.org/entity/P1100,number of cylinders
http://www.wikidata.org/entity/P1101,floors above ground
http://www.wikidata.org/entity/P1102,flattening
http://www.wikidata.org/entity/P1103,number of platform tracks
http://www.wikidata.org/entity/P1104,number of pages
http://www.wikidata.org/entity/P1106,Sandbox-Quantity
http://www.wikidata.org/entity/P1107,proportion
http://www.wikidata.org/entity/P1108,electronegativity
http://www.wikidata.org/entity/P1109,refractive index
http://www.wikidata.org/entity/P1110,attendance
http://www.wikidata.org/entity/P1111,votes received
http://www.wikidata.org/entity/P1112,Pokédex number
http://www.wikidata.org/entity/P1113,number of episodes
http://www.wikidata.org/entity/P1114,quantity
http://www.wikidata.org/entity/P1115,ATVK ID
http://www.wikidata.org/entity/P1116,ELSTAT geographical code
http://www.wikidata.org/entity/P1117,pKa
http://www.wikidata.org/entity/P1120,number of deaths
